plot_id,ba_ha,sph_ha,merch_vol_ha,zskew,pzabove2,zq95
9203802301,14.231,500,89.76087517,1.18578828451684,43.1297709923664,8.4265
9203802302,0.297,25,2.010623039,0.960244996233482,34.2627013630731,4.79
9203802502,20.11,1250,110.9647691,-0.188461803087428,68.4793554884189,8.8075
9203803402,26.319,982,169.4533073,-0.448352576924406,81.8693693693694,10.3
9203803601,6.141,300,34.27907758,0.047328422555749,77.924944812362,7.194
9203803602,18.679,825,110.361518,-0.103940214965593,81.7434620174346,8.383
9709900402,37.987,1366,238.8197079,-0.383859020022101,74.3925831202046,16.3225
9809900102,10.776,425,66.66485224,0.343866053464576,66.8564920273349,7.9915
9809900202,28.666,1200,170.0341822,-0.0979632507317268,70.6283118849357,12.01
9809900302,8.353,550,42.90775201,-0.15227037109779,82.5652841781874,7.608
9809900402,36.458,1425,220.4512885,-0.369268857664633,74.9727965179543,16.83
9809900502,4.754,325,23.90064506,-0.0924161595966217,79.4496990541703,6.258
9809900602,33.461,1725,175.0243618,-0.137096770779003,68.7078109932498,13.87
9809900701,0.442,25,2.410929812,0.273629376823579,54.8940832724616,5.06
9809900801,14.397,1325,70.18860779,-0.615118127738922,81.989247311828,8.4165
9809900901,5.169,166,57.48731785,1.99802087318027,55.5555555555556,9.78
9809901002,0.396,50,1.392063276,6.36566669950572,3.0192131747484,0.56
9809901101,25.439,898,169.9756644,-0.258272279441775,80.5780113177041,16.8865
9809901201,42.757,1657,267.3418586,-0.717381254331342,79.1581528402125,19.44
9809901301,15.47,691,97.62336577,0.779113443129708,52.9603476371537,14.15
9809901302,38.393,1791,203.8645129,-0.273920857815001,73.8267148014441,16.4725
9809901401,31.867,1925,170.1340016,-0.419618657045503,73.0290456431535,13.3465
9809901501,15.544,650,90.11369386,1.92809534575603,22.3671497584541,12.3585
9809901601,28.863,1225,168.4241116,-0.17793585342555,70.8762886597938,11.261
9809901701,43.791,1182,295.2544909,-0.243788724550203,69.575612671847,16.318
9809901801,18.673,1475,94.63369933,-0.625695417975464,77.8371161548732,10.33
9809901901,35.24,2200,192.1411951,-0.674383013551922,82.1939586645469,15.03
9809902001,0.882,75,4.29302641,2.05412605055452,19.4319009468318,6.58
9809902201,2.749,125,9.703678468,1.89937429864145,45.4113924050633,5.48899999999999
9809902301,14.417,850,78.5996107,-0.0398332432973414,84.1836734693878,8.7145
9809902302,0.693,50,3.333258683,6.49078831637947,2.85714285714286,0.33
9809902401,34.636,1466,209.1972203,-0.0653039498668433,80.4502369668246,14.61
9809902501,27.957,2175,133.5503995,-0.580400652371473,82.3529411764706,10.02
9809902502,3.252,275,15.04947019,1.41683991485578,37.8947368421053,8.386
9809902601,27.21,1200,158.0497851,1.10878776193245,34.5950037850114,12.78
9809902701,25.772,1332,158.9005857,0.264307549560767,83.9944328462074,11.95
9809902801,24.116,1825,121.6000951,-0.175474567551108,77.4260151410874,8.674
9809902802,12.201,1000,62.5174159,0.497703886599257,53.7332482450542,5.05
9809902901,22.081,1075,132.2545072,0.560935624608886,58.8452088452088,10.7765
9809903001,9.104,675,46.27766641,-0.276400619920813,84.3250444049734,7.2945
9809903101,49.212,1873,314.4967899,-1.27337474559845,86.312292358804,17.9855
9809903201,25.916,512,229.8680577,-0.0117258332566935,73.271665043817,20.3175
9809903301,32.418,1491,194.7287965,-0.458456185425519,83.4799235181644,12.19
9809903302,34.93,1916,196.6492971,-0.588009454136046,90.3345724907063,12.442
9809903401,19.851,1266,87.75297665,-0.349114477701212,83.0812854442344,9.2825
9809903501,0.993,75,4.928181278,1.66609581487603,30.8078694014232,4.406
9909900101,8.273,525,43.67009773,0.385317744933354,64.8426150121065,6.72
9909900201,0.402,25,2.410929812,-0.115810404941665,62.2052956111716,6.08
9909900301,9.55,600,47.04080199,-0.641465640801234,85.8898137138327,9.34
9909900401,32.748,2125,170.6140478,-0.322965176367222,70.9006928406467,11.419
9909900501,1.486,100,8.115641662,-0.506802753533257,82.7671913835957,6.907
9909900601,8.375,450,47.98147919,0.250192372617017,70.6194690265487,8.8
9909900701,23.503,1575,124.0091771,-0.538470985365264,87.8523489932886,9.781
9909900801,8.759,475,44.05256986,0.1574298447714,67.7486187845304,7.29
9909900901,31.983,1675,183.18441,-0.250048025042417,72.2680913064595,12.26
9909901001,23.094,1375,125.2687653,-0.154027442795933,74.9071092395343,12.244
9909901101,16.56,725,98.00998252,-0.285479340352068,80.7638303847234,10.61
9909901201,5.536,275,31.59497673,-0.038511231774788,71.3838447088291,7.484
9909901302,0.407,25,2.410929812,1.54902852130589,30.249396621078,3.679
9909901402,16.58,1300,82.16629994,-0.165699707313014,86.5428354814253,8.9315
9909901502,6.054,350,31.433471,0.150627434733675,71.2162905888828,7.14
9909901601,30.9,1625,173.1648743,-0.412722214823153,71.8334297281666,14.8
9909901702,25.411,1100,147.9621022,0.381240479523221,71.2080536912752,9.78599999999999
9909901801,9.198,450,52.48080906,0.490104080308452,51.5993265993266,7.876
9909901901,9.704,525,47.51495453,-0.425153594902893,82.9155418434246,9.5
9909902001,32.089,1116,201.536981,-0.205072110008829,64.4765187419216,17.51
9909902002,10.68,775,53.84720323,-0.352909772435663,84.3873517786561,9.29
9909902101,3.27,116,31.16137491,1.49686221300165,54.9429037520392,13.932
9909902201,26.733,1341,158.3523057,0.144047301453408,83.4991073705687,13
9909902301,52.233,1616,319.6853647,-0.45852565864699,68.0173661360347,17.954
9909902401,36.387,1875,202.1967544,-0.753774906071095,84.1763942931258,13.9085
9909902402,11.076,600,63.50588046,-0.196022509820013,84.0444603800645,8.576
9909902501,20.474,1075,113.970446,0.151871603551066,86.0902255639098,13.4725
9909902602,36.586,1975,196.2200477,-0.311646022531488,69.6180215475025,13.96
9909902701,39.314,1825,228.2855495,-0.711788244662177,78.2579338284943,16.76
9909902801,18.786,907,118.628948,0.630704132081053,86.0824742268041,13.889
9909902901,10.427,198,81.56302602,1.47182209750753,31.8200243210377,17.949
9909903001,6.105,450,28.38684898,-0.427396820631987,77.9335410176532,8.6975
9909903101,24.815,739,181.1691741,0.2754406764498,71.7813051146385,16.631
9909903201,29.733,1048,218.0173063,10.7749143805297,0.935745477230193,0.208999999999999
9909903301,7.741,600,37.98611531,-0.277430707411481,75.84375,7.97
9909903401,15.086,900,79.4227179,-0.375435172648539,82.835429769392,8.48
9909903501,17.731,1150,92.1529886,-0.063728665205667,74.9875187219171,9.9
9909903601,6.924,575,30.72126053,-0.238176551150576,70.6881143878463,7.872
9909903701,0.181,25,0.461383691,0.534954382816394,30.1932367149758,3.4625
9909903801,24.235,889,193.7324591,0.661604783994713,74.9131944444444,17.9425
9909903901,16.505,950,86.38455374,0.0759379881446905,71.0652920962199,8.66
